dataset,delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_tuned_vs_base
us101,2.9,0.9732340395372612,0.4605973931222933,0.911296006672565,0.9238041696734508,0.9690501030306766,0.9766036708610067,0.4559485296648382,0.4655563361557484,0.9065272109216008,0.9160290082597252,0.9191542073461612,0.9279773255047736,0.5126366464149678,0.061938032864696,0.0494298698638101,0.5126366464149678,0.061938032864696,0.4506986135502717,0.4632067765511576,0.4506986135502717
us101,2.95,0.9734501046729864,0.4606130344918582,0.9114279246251372,0.9238998943995312,0.9692580089157472,0.9767927696187456,0.4559641772075067,0.4655720712953134,0.9065895657739456,0.916144600873526,0.9192734290554432,0.9280224283038868,0.5128370701811282,0.062022180047849,0.0495502102734551,0.5128370701811282,0.062022180047849,0.4508148901332791,0.463286859907673,0.4508148901332791
us101,3.0,0.9737064642146388,0.4606130344918582,0.9115192479237876,0.9238998943995312,0.9696433461757016,0.9770848684409392,0.4559641772075067,0.4655720712953134,0.906718042832782,0.916146091488172,0.9192734290554432,0.9280224283038868,0.5130934297227805,0.0621872162908512,0.0498065698151074,0.5130934297227805,0.0621872162908512,0.4509062134319292,0.463286859907673,0.4509062134319292
us101,3.05,0.9737778839212335,0.4606130344918582,0.9116827970272549,0.9238998943995312,0.9696796405400736,0.9771906329936516,0.4559641772075067,0.4655720712953134,0.9068302226803838,0.916302173404989,0.9192734290554432,0.9280224283038868,0.5131648494293755,0.0620950868939788,0.0498779895217024,0.5131648494293755,0.0620950868939788,0.4510697625353966,0.463286859907673,0.4510697625353966
us101,3.1,0.9738833034203837,0.4606130344918582,0.91168801081711,0.9238998943995312,0.969763379283541,0.9771949537136878,0.4559641772075067,0.4655720712953134,0.9068354104016766,0.9163072842585976,0.9192734290554432,0.9280224283038868,0.5132702689285253,0.0621952926032736,0.0499834090208523,0.5132702689285253,0.0621952926032736,0.4510749763252517,0.463286859907673,0.4510749763252517
us101,3.15,0.9739459152142466,0.4606130344918582,0.9117870980903232,0.923962506193394,0.9698678065576832,0.9772904368579955,0.4559641772075067,0.4655720712953134,0.9068457858442622,0.9164692667971686,0.9192798799350164,0.9280850181862343,0.5133328807223883,0.0621588171239234,0.0499834090208525,0.5133328807223883,0.0621588171239234,0.4511740635984648,0.4633494717015358,0.4511740635984648
us101,3.2,0.9740020616200652,0.4606130344918582,0.911792311880178,0.923962506193394,0.9699768215572198,0.9774163724916684,0.4559641772075067,0.4655720712953134,0.9068663314543002,0.916479445732762,0.9192798799350164,0.9280850181862343,0.5133890271282069,0.0622097497398872,0.0500395554266711,0.5133890271282069,0.0622097497398872,0.4511792773883197,0.4633494717015358,0.4511792773883197
us101,3.25,0.9740617031132068,0.4606130344918582,0.911792311880178,0.923962506193394,0.970023459453498,0.9774763400323124,0.4559641772075067,0.4655720712953134,0.9068663314543002,0.916479445732762,0.9192798799350164,0.9280850181862343,0.5134486686213484,0.0622693912330287,0.0500991969198126,0.5134486686213484,0.0622693912330287,0.4511792773883197,0.4633494717015358,0.4511792773883197
us101,3.3,0.9740617031132068,0.4606130344918582,0.9118393997914136,0.923962506193394,0.970023459453498,0.9774763400323124,0.4559641772075067,0.4655720712953134,0.9069496457132944,0.9165414408406592,0.9192798799350164,0.9280850181862343,0.5134486686213484,0.0622223033217932,0.0500991969198126,0.5134486686213484,0.0622223033217932,0.4512263652995552,0.4633494717015358,0.4512263652995552
us101,3.35,0.9741909727822564,0.4606130344918582,0.9118393997914136,0.9240407130412192,0.9701252437106304,0.9775515408778016,0.4559641772075067,0.4655720712953134,0.9069496457132944,0.9165414408406592,0.9193435657554168,0.9282407705186416,0.5135779382903982,0.0623515729908429,0.0501502597410372,0.5135779382903982,0.0623515729908429,0.4512263652995552,0.4634276785493609,0.4512263652995552
us101,3.4,0.9741909727822564,0.4606130344918582,0.9118393997914136,0.9240407130412192,0.9701252437106304,0.9775515408778016,0.4559641772075067,0.4655720712953134,0.9069496457132944,0.9165414408406592,0.9193435657554168,0.9282407705186416,0.5135779382903982,0.0623515729908429,0.0501502597410372,0.5135779382903982,0.0623515729908429,0.4512263652995552,0.4634276785493609,0.4512263652995552
