delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_tuned_vs_base
2.45,0.9620330913522561,0.46815303482438314,0.9052094451506293,0.9073635627413125,0.9580345003164883,0.9660390155146331,0.4640395575079359,0.4725617210651572,0.9013734264263684,0.9094046059446358,0.9035485507528117,0.9114819299725855,0.493880056527873,0.05682364620162683,0.05466952861094365,0.493880056527873,0.05682364620162683,0.43705641032624615,0.4392105279169293,0.43705641032624615
2.5,0.9634098637664551,0.4696481306225026,0.9059139720285858,0.907962598072867,0.9596354806148705,0.9673220143059843,0.46548895229559395,0.47401508248815366,0.9020890246821297,0.9098872223100432,0.9043315885369414,0.9119002262482786,0.4937617331439525,0.05749589173786929,0.055447265693588044,0.4937617331439525,0.05749589173786929,0.4362658414060832,0.43831446745036445,0.4362658414060832
2.55,0.9647162065514734,0.4703940943655832,0.9066456086970374,0.9085801628874144,0.9610906648335009,0.9685640445690868,0.4662791628508179,0.47476865298510934,0.9028001469469091,0.9105035614887752,0.9049826108253392,0.9126313486891194,0.4943221121858902,0.058070597854436024,0.056136043664059,0.4943221121858902,0.058070597854436024,0.43625151433145415,0.4381860685218312,0.43625151433145415
2.6,0.9657223945057539,0.47044681400195526,0.9071933148881057,0.908953195708872,0.962039705171501,0.96954311955383,0.46633612281451825,0.4748170806766887,0.9035135999861701,0.911147928193435,0.9053011382234988,0.9129367092752075,0.49527558050379866,0.058529079617648194,0.056769198796881915,0.49527558050379866,0.058529079617648194,0.43674650088615047,0.43850638170691675,0.43674650088615047
2.65,0.966450098262784,0.4704807051967659,0.9075543226621121,0.9093018849746908,0.9626418754202212,0.9702583139142881,0.4663705421644733,0.4748506148006778,0.903815438145853,0.9114824450677521,0.9056852456784842,0.9132802120329854,0.49596939306601817,0.05889577560067194,0.057148213288093275,0.49596939306601817,0.05889577560067194,0.43707361746534623,0.4388211797779249,0.43707361746534623
2.7,0.9671667482284303,0.47049953363832736,0.9079948503348938,0.9095960218964704,0.9635733062627606,0.9709620504831373,0.46637818050840635,0.4748660746941344,0.9042960779783947,0.9118316224925367,0.9059280869713744,0.9135750067978535,0.49666721459010293,0.059171897893536496,0.05757072633195992,0.49666721459010293,0.059171897893536496,0.43749531669656644,0.439096488258143,0.43749531669656644
2.75,0.9681769812007751,0.47051083070326416,0.9084364557968743,0.9099230839839774,0.9645948932409282,0.9718019914558321,0.46638270171422364,0.47487029362116495,0.9048080634899099,0.9124052674280063,0.9063360513742612,0.9138410297073601,0.49766615049751095,0.059740525403900846,0.058253897216797745,0.49766615049751095,0.059740525403900846,0.4379256250936101,0.4394122532807132,0.4379256250936101
2.8,0.9685623217545983,0.4705221277682011,0.908622464344135,0.9102248788661828,0.9650470544296292,0.9721936243697255,0.46640128274923215,0.4748814401999466,0.9050088069854099,0.9125439216800781,0.9067076974985205,0.9140872140350197,0.4980401939863972,0.05993985741046337,0.05833744288841558,0.4980401939863972,0.05993985741046337,0.43810033657593384,0.4397027510979816,0.43810033657593384
2.85,0.968841624573639,0.4705486866451154,0.9088647834701635,0.91034391641857,0.9652960749343349,0.9724568012689475,0.46642015185262375,0.4749305422055176,0.905259066546174,0.9127399628766122,0.9068370262280646,0.9142612193594364,0.4982929379285236,0.05997684110347545,0.05849770815506894,0.4982929379285236,0.05997684110347545,0.43831609682504813,0.43979522977345464,0.43831609682504813
2.9,0.9692329473691456,0.47055245233342763,0.9090293657231769,0.9104452190492601,0.9656999837560448,0.9727953271882671,0.4664238306178202,0.47493063659316204,0.9053972322761982,0.91300059975336,0.9068851302327512,0.9143619058570366,0.49868049503571793,0.06020358164596862,0.058787728319885435,0.49868049503571793,0.06020358164596862,0.4384769133897493,0.4398927667158325,0.4384769133897493
2.95,0.969599885914537,0.4705562180217399,0.9091969660551986,0.9105866265115771,0.9661142258222661,0.9732075827200491,0.46642750938301647,0.4749307309808064,0.9054982105335717,0.9131469825818351,0.9070023026338808,0.9144594909511615,0.49904366789279714,0.06040291985933843,0.05901325940295998,0.49904366789279714,0.06040291985933843,0.4386407480334587,0.44003040848983715,0.4386407480334587
3.0,0.969823466007094,0.4705562180217399,0.9095124720531441,0.9106468775245737,0.9662898562843324,0.9733796633575786,0.46642750938301647,0.4749307309808064,0.9057934524281868,0.9134723487689171,0.9070587568802299,0.9145772528758904,0.4992672479853541,0.0603109939539499,0.059176588482520276,0.4992672479853541,0.0603109939539499,0.4389562540314042,0.4400906595028338,0.4389562540314042
