delta_s,coverage_star,coverage_pi,coverage_pi_tuned,coverage_pi_sd,coverage_rss_longitudinal,coverage_star_ci_low,coverage_star_ci_high,coverage_pi_ci_low,coverage_pi_ci_high,coverage_pi_tuned_ci_low,coverage_pi_tuned_ci_high,coverage_pi_sd_ci_low,coverage_pi_sd_ci_high,coverage_rss_longitudinal_ci_low,coverage_rss_longitudinal_ci_high,coverage_gap_pi,coverage_gap_pi_tuned,coverage_gap_pi_sd,coverage_gap_rss_longitudinal,coverage_gap,coverage_gap_tuned,coverage_gain_pi_tuned_vs_base,coverage_gain_pi_sd_vs_base,coverage_gain_rss_longitudinal_vs_base,coverage_gain_tuned_vs_base
1.0,0.38885417968261926,0.25794493731517354,0.3825232204589948,0.386771627306427,0.38664667416385545,0.37973260027489714,0.39751968011995525,0.25057270190345293,0.2656597525927778,0.3734412095464203,0.3910356532966806,0.3777333499937526,0.3953965179724272,0.37768857511766446,0.39531113332500334,0.13090924236744572,0.006330959223624477,0.0020825523761922593,0.002207505518763808,0.13090924236744572,0.006330959223624477,0.12457828314382124,0.12882668999125346,0.1287017368486819,0.12457828314382124
1.05,0.44558290641009646,0.29851305760339886,0.43858553042609044,0.4433337498438088,0.4430838435586657,0.43632491982173377,0.4540463992669418,0.2907211878878755,0.30559894206339305,0.42895789079095364,0.4470073722354119,0.43350202007580513,0.4517503852721898,0.43341559415219316,0.4513765671206633,0.1470698488066976,0.006997375984006016,0.002249156566287658,0.0024990628514307556,0.1470698488066976,0.006997375984006016,0.14007247282269158,0.14482069224040994,0.14457078595526685,0.14007247282269158
1.1,0.4929401474447085,0.33329168228580963,0.4854846099379402,0.4905243866883255,0.49019117830813475,0.4830678079053691,0.5012359948352705,0.3250385272189597,0.34095859885876145,0.4753207130659339,0.4937325586238497,0.48084676579616004,0.4986525886126039,0.48031154983547864,0.49831521512766075,0.15964846515889886,0.007455537506768306,0.002415760756383001,0.0027489691365737423,0.15964846515889886,0.007455537506768306,0.15219292765213055,0.15723270440251585,0.1568994960223251,0.15219292765213055
1.15,0.5466699987504688,0.3714023907701281,0.5384230913407475,0.543921029613895,0.5434212170436089,0.5371142071723106,0.5558759215294267,0.3622776875338417,0.379525386313466,0.5286569619725938,0.5473384980632265,0.5340830521887628,0.5526281810987549,0.533499937523429,0.5522106293473282,0.17526760798034074,0.008246907409721338,0.0027489691365738533,0.003248781706859938,0.17526760798034074,0.008246907409721338,0.1670207005706194,0.1725186388437669,0.1720188262734808,0.1670207005706194
1.2,0.5869465617060272,0.40168270231996356,0.5785747011537343,0.5841559415219295,0.5834478737140242,0.5766504227581326,0.5957776250572704,0.39272772710233683,0.41022220833853995,0.5683222958057399,0.5871162897246869,0.5736494647840396,0.5929037027781251,0.572657128576784,0.5922029239035363,0.18526385938606366,0.008371860552292887,0.002790620184097703,0.0034986879920030356,0.18526385938606366,0.008371860552292887,0.17689199883377077,0.18247323920196595,0.18176517139406062,0.17689199883377077
1.25,0.6330959223624477,0.43325419634303824,0.6243075513349163,0.6302220000833024,0.6293056770377778,0.6231413220042488,0.6414355033529097,0.42404723228789226,0.441667707942855,0.6143029697196888,0.6327210629347331,0.6201414053063438,0.6386375942354954,0.6193896038985384,0.6377629222374946,0.19984172601940947,0.008788371027531383,0.002873922279145291,0.003790245324669872,0.19984172601940947,0.008788371027531383,0.1910533549918781,0.19696780374026418,0.1960514806947396,0.1910533549918781
1.3,0.6710400266566707,0.461035445041443,0.662376608771711,0.6684576617101924,0.6674580365696201,0.6616674996876176,0.6795003956849518,0.4515317172726896,0.46936669582240015,0.6526271398225669,0.6708744637427634,0.6590809696363867,0.6769169894622854,0.6581250780957144,0.6759558915406726,0.21000458161522773,0.008663417884959723,0.002582364946478344,0.003581990087050624,0.21000458161522773,0.008663417884959723,0.201341163730268,0.20742221666874938,0.2064225915281771,0.201341163730268
1.35,0.7103586155191807,0.4884418343121332,0.7013619892540301,0.7077345995251785,0.7064850680994631,0.7014702819775922,0.7181973426631684,0.47890374442917266,0.49665021450289504,0.6918645091424054,0.7091934274647012,0.6987671289932945,0.7155670790120375,0.6971500270731813,0.714315465033946,0.22191678120704744,0.00899662626515052,0.0026240159940021934,0.003873547419717571,0.22191678120704744,0.00899662626515052,0.21292015494189692,0.21929276521304525,0.21804323378732987,0.21292015494189692
1.4,0.7378066558373947,0.5082677329334836,0.7285184722395772,0.735307592985964,0.7340580615602487,0.7281425715356746,0.7454319213628227,0.498437044441668,0.5160596026490069,0.7192250822608193,0.7363926027739602,0.7260558540547299,0.7430161606064396,0.7246844933150073,0.741643758590529,0.2295389229039111,0.009288183597817468,0.0024990628514306445,0.0037485942771460223,0.2295389229039111,0.009288183597817468,0.22025073930609362,0.22703986005248045,0.22579032862676507,0.22025073930609362
1.45,0.7708775875713278,0.5299679286934069,0.7605064767378904,0.7680453163397064,0.7667124828189433,0.7623797326002754,0.7782508642592365,0.5208463492856847,0.5376848265233872,0.7519221958432258,0.7680484401682707,0.7597151068349374,0.775503977675039,0.7584603690282815,0.7742534049731356,0.24090965887792093,0.010371110833437447,0.0028322712316214416,0.004165104752384519,0.24090965887792093,0.010371110833437447,0.23053854804448348,0.2380773876462995,0.2367445541255364,0.23053854804448348
1.5,0.7954100545628727,0.5466699987504688,0.7851222458244829,0.792619434378775,0.7912449498104882,0.7872443666958228,0.8020752634428759,0.5375026031904704,0.5546711649797995,0.7769138656337211,0.7921258694656175,0.7847432212920159,0.7995772418676335,0.7832895997334337,0.7980798867091512,0.24874005581240388,0.010287808738389859,0.002790620184097703,0.004165104752384519,0.24874005581240388,0.010287808738389859,0.23845224707401402,0.24594943562830618,0.24457495106001936,0.23845224707401402
